X,Y,OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,Lat,Lng
984734.4197,199062.7027,45,0.045906863,9.14e-05,Chinatown,45,Manhattan,40.7157509,-73.9970307
1043322.207,248116.4989,46,0.13447543,0.000926392,City Island,46,Bronx,40.8468202,-73.7874983
1012767.08,247425.53100000002,47,0.089827556,0.000163198,Claremont/Bathgate,47,Bronx,40.8426797,-73.8993571
987059.9306,216980.2975,48,0.043746744000000004,9.429999999999999e-05,Clinton East,48,Manhattan,39.4067432,-83.8473015
993974.8786,190123.2803,49,0.075290018,0.00020318599999999998,Clinton Hill,49,Brooklyn,40.6896834,-73.9661144
985939.8863,218603.5227,50,0.055747987,0.00017324900000000002,Clinton West,50,Manhattan,36.1037745,-96.01828599999999
1031147.48,257767.3374,51,0.095361344,0.00039575699999999994,Co-Op City,51,Bronx,40.8738889,-73.82944440000001
985103.5111,189424.9943,52,0.028907671,4.52e-05,Cobble Hill,52,Brooklyn,40.686536,-73.9962255
1027433.108,224214.5923,53,0.161500913,0.000947531,College Point,53,Queens,40.786395,-73.8389657
983392.2611,189565.8462,54,0.076219245,0.000132452,Columbia Street,54,Brooklyn,34.0255673,-81.0254959
986896.2156,149456.6732,55,0.149956808,0.000736275,Coney Island,55,Brooklyn,40.5755438,-73.9707016
1023307.4,209492.4157,56,0.056847813,0.000180908,Corona,56,Queens,33.8752935,-117.5664384
1024871.753,213399.6897,57,0.019270505,1.8e-05,Corona,56,Queens,33.8752935,-117.5664384
1033859.4240000001,245900.361,58,0.059855409000000005,0.000204981,Country Club,58,Bronx,37.0582635,-95.67914909999999
1013836.6479999999,244914.7206,59,0.037794807,6.29e-05,Crotona Park,59,Bronx,40.8400367,-73.8953489
1014751.087,242159.3244,60,0.078648288,0.00016183299999999998,Crotona Park East,60,Bronx,40.8400367,-73.8953489
1000537.7540000001,184780.9845,61,0.117310808,0.0005107719999999999,Crown Heights North,61,Brooklyn,40.6694022,-73.9422324
998323.4086,182319.187,62,0.082259336,0.000158238,Crown Heights South,62,Brooklyn,40.6694022,-73.9422324
1018175.697,188794.9339,63,0.11910072199999999,0.000353191,Cypress Hills,63,Brooklyn,40.6836118,-73.8801301
1058661.951,216509.2943,64,0.184451885,0.001057903,Douglaston,64,Queens,40.76401509999999,-73.7433727
988251.1451,192619.7729,65,0.044607068,8.18e-05,Downtown Brooklyn/MetroTech,65,Brooklyn,40.6930987,-73.98566339999999
988025.7049,194936.8234,66,0.054633459,0.000108379,DUMBO/Vinegar Hill,66,Brooklyn,40.702755,-73.9812884
980159.0277,164596.3439,67,0.099747078,0.000394282,Dyker Heights,67,Brooklyn,40.6214932,-74.00958399999999
984266.5814,211937.9441,68,0.04933738,0.000111073,East Chelsea,68,Manhattan,40.7465004,-74.00137370000002
1007671.3459999999,241901.3543,69,0.078989645,0.00019905200000000002,East Concourse/Concourse Village,69,Bronx,40.8250748,-73.9214337
1020704.334,217630.9147,70,0.063840318,0.000195458,East Elmhurst,70,Queens,40.7737505,-73.8713099
1001529.543,173883.0425,71,0.093169455,0.00038257300000000004,East Flatbush/Farragut,71,Brooklyn,40.6373955,-73.9298657
1006389.995,176995.4673,72,0.09520207,0.000323532,East Flatbush/Remsen Village,72,Brooklyn,40.6527657,-73.9199771
1037837.2159999999,213928.1612,73,0.08530202099999999,0.0002918,East Flushing,73,Queens,40.7540534,-73.8086418
1001328.229,232772.3096,74,0.11029093599999999,0.000295038,East Harlem North,74,Manhattan,40.7957399,-73.93892129999999
999491.7068,227336.8825,75,0.08766389999999999,0.00024056400000000002,East Harlem South,75,Manhattan,40.7957399,-73.93892129999999
1017983.4140000001,179276.9802,76,0.24120301600000002,0.001266601,East New York,76,Brooklyn,40.6590529,-73.8759245
