X,Y,OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,Lat,Lng
935223.0266,190535.0526,1,0.11635745300000001,0.000782307,Newark Airport,1,EWR,40.6895314,-74.1744624
1032515.672,167292.4932,2,0.433469667,0.00486634,Jamaica Bay,2,Queens,40.6056632,-73.8713099
1025882.735,254779.6006,3,0.084341106,0.000314414,Allerton/Pelham Gardens,3,Bronx,40.865278,-73.8453138
990618.7951,203105.5323,4,0.043566527,0.000111872,Alphabet City,4,Manhattan,40.7258428,-73.9774916
931467.9628,139837.4784,5,0.09214649,0.0004979569999999999,Arden Heights,5,Staten Island,40.5567951,-74.17390569999999
965428.9907,157538.1873,6,0.150490543,0.000606461,Arrochar/Fort Wadsworth,6,Staten Island,40.6012117,-74.0579185
1005999.2109999999,216570.1602,7,0.10741717099999999,0.000389788,Astoria,7,Queens,46.1878841,-123.8312534
1005519.3890000001,222953.6698,8,0.027590691,2.6600000000000003e-05,Astoria Park,8,Queens,40.7792459,-73.9229654
1042979.892,214199.9913,9,0.09978409199999999,0.00033844400000000003,Auburndale,9,Queens,28.0652975,-81.7886906
1042036.075,186404.2457,10,0.09983947900000001,0.000435824,Baisley Park,10,Queens,40.6737751,-73.786025
981302.2496,159321.9404,11,0.079211039,0.000264521,Bath Beach,11,Brooklyn,40.6038852,-74.0062078
979954.9890000001,195212.3219,12,0.036661301,4.15e-05,Battery Park,12,Manhattan,40.7032775,-74.0170279
979781.1033,198536.3805,13,0.050281322999999996,0.000149359,Battery Park City,13,Manhattan,40.7115786,-74.0158441
975797.9399,166466.4165,14,0.175213698,0.001381778,Bay Ridge,14,Brooklyn,40.6263732,-74.0298767
1042966.344,225424.58,15,0.144336223,0.0009252189999999999,Bay Terrace/Fort Totten,15,Queens,40.7883735,-73.78514919999999
1047503.935,216688.0688,16,0.141291874,0.0008718889999999999,Bayside,16,Queens,25.7782341,-80.1867595
998342.7423,191392.6395,17,0.09352263300000001,0.000322958,Bedford,17,Brooklyn,32.844017,-97.1430671
1015524.983,255811.6162,18,0.06979955,0.00014885,Bedford Park,18,Bronx,41.7641723,-87.7812524
1059665.197,207710.5081,19,0.101824875,0.0005466609999999999,Bellerose,19,Queens,40.72437070000001,-73.71540139999999
1015775.56,251807.9383,20,0.051440192,0.000134513,Belmont,20,Bronx,36.1328981,-86.7940699
989442.568,158619.63199999998,21,0.115973569,0.00038025099999999996,Bensonhurst East,21,Brooklyn,40.6139307,-73.9921833
985833.4720000001,161380.1201,22,0.126170229,0.00047206300000000005,Bensonhurst West,22,Brooklyn,40.6139307,-73.9921833
939978.1196,160646.8523,23,0.290556029,0.002195566,Bloomfield/Emerson Hill,23,Staten Island,42.6044411,-83.27558959999999
993782.5748,231481.0489,24,0.046999962,6.07e-05,Bloomingdale,24,Manhattan,32.6789285,-97.0552733
988005.4733,189064.6011,25,0.04714582,0.000124168,Boerum Hill,25,Brooklyn,40.6848689,-73.9844722
987147.7987,168296.9402,26,0.123547807,0.00053404,Borough Park,26,Brooklyn,40.6350319,-73.9921028
1009318.8659999999,142929.9855,27,0.20250880899999998,0.001340888,Breezy Point/Fort Tilden/Riis Beach,27,Queens,40.5616379,-73.8953425
1037665.2109999999,198318.0765,28,0.097960782,0.00029120400000000004,Briarwood/Jamaica Hills,28,Queens,40.7109315,-73.81356099999999
995199.7664,151388.4311,29,0.071408313,0.00020167400000000002,Brighton Beach,29,Brooklyn,40.5780706,-73.9596565
1034204.6440000001,159698.9392,30,0.094509767,0.00014586200000000002,Broad Channel,30,Queens,40.6158335,-73.8213213
1018627.22,252594.2001,31,0.09642456699999999,0.000333976,Bronx Park,31,Bronx,40.843445,-73.8772819
1021694.52,254249.6344,32,0.05426721599999999,0.000150879,Bronxdale,32,Bronx,40.8506558,-73.86652409999999
985545.3081,192934.8845,33,0.053270292999999996,0.000147417,Brooklyn Heights,33,Brooklyn,40.6959294,-73.9955523
993206.1127,195239.324,34,0.06570593200000001,0.000173946,Brooklyn Navy Yard,34,Brooklyn,40.6985551,-73.9712029
1008530.375,181132.3401,35,0.085787919,0.000323825,Brownsville,35,Brooklyn,25.9017472,-97.4974838
1007385.5229999999,193982.9001,36,0.08705078699999999,0.000247666,Bushwick North,36,Brooklyn,40.6957755,-73.9170604
1004784.2459999999,192954.1407,37,0.14281004,0.00045206300000000005,Bushwick South,37,Brooklyn,40.6957755,-73.9170604
1057584.3,191973.4128,38,0.083217569,0.000327393,Cambria Heights,38,Queens,40.692158,-73.7330753
1012066.2559999999,172053.1118,39,0.132369621,0.000900283,Canarsie,39,Brooklyn,40.6402325,-73.9060579
985409.9396,186473.8264,40,0.051850665,0.00010894899999999999,Carroll Gardens,40,Brooklyn,40.6795331,-73.9991637
997520.5889,232274.1626,41,0.052793109000000005,0.00014309299999999998,Central Harlem,41,Manhattan,40.8115504,-73.9464769
1000990.4709999999,238412.2291,42,0.09270922699999999,0.000263897,Central Harlem North,42,Manhattan,40.8115504,-73.9464769
993784.3667,224349.9169,43,0.099738618,0.00037966300000000003,Central Park,43,Manhattan,40.7828647,-73.9653551
920436.3369,131469.1414,44,0.235688968,0.0019446560000000001,Charleston/Tottenville,44,Staten Island,40.52168,-74.2368561
